province_code,province_name,city,site_name,latitude,longitude,medium,contamination_type,contamination_group,site_count,cost_min_cad_per_tonne,cost_max_cad_per_tonne,cost_mid_cad_per_tonne,city_adjusted_mid_cad_per_tonne
ON,Ontario,Ottawa,Communications Research Centre,45.346724,-75.889448,Not Available,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Communications Research Centre,45.346724,-75.889448,Not Available,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Communications Research Centre,45.346724,-75.889448,Not Available,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Communications Research Centre,45.353062,-75.902899,Not Available,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Confederation Heights Central Heating Plant,45.376350,-75.686890,Groundwater,Halogenated Hydrocarbon,Industrial Acids/Solvents,1,450,900,675,688.5
ON,Ontario,Ottawa,Confederation Heights Central Heating Plant,45.376350,-75.686890,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Confederation Heights Central Heating Plant,45.376350,-75.686890,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Confederation Heights Central Heating Plant,45.376350,-75.686890,Soil,Halogenated Hydrocarbon,Industrial Acids/Solvents,1,450,900,675,688.5
ON,Ontario,Ottawa,Confederation Heights Central Heating Plant,45.376350,-75.686890,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Confederation Heights Central Heating Plant,45.376350,-75.686890,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Confederation Heights Insurance Building,45.376754,-75.687976,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Confederation Heights Insurance Building,45.376754,-75.687976,Groundwater,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,Confederation Heights Insurance Building,45.376754,-75.687976,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Confederation Heights Insurance Building,45.376754,-75.687976,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Confederation Heights Insurance Building,45.376754,-75.687976,Soil,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,Confederation Heights Insurance Building,45.376754,-75.687976,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Confederation Park,45.419578,-75.683124,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Confederation Park,45.419578,-75.683124,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Confederation Park,45.419578,-75.683124,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Confederation Park,45.419578,-75.683124,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Connaught Range Primary Training Centre - Bldgs 142 & 143,45.357100,-75.901900,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Connaught Range Primary Training Centre - Building 36,45.358000,-75.898700,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Connaught Range Primary Training Centre - Building 36,45.358000,-75.898700,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Connaught Range Primary Training Centre Former Landfill Site,45.367100,-75.898700,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Connaught Range Primary Training Centre Former Landfill Site,45.367100,-75.898700,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Connaught Range Primary Training Centre Former Landfill Site,45.367100,-75.898700,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Connaught Range Primary Training Centre Former Landfill Site,45.367100,-75.898700,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Connaught Range Primary Training Ctre Former Transport Comp.,45.360000,-75.894800,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Connaught Ranges Range Butt Stop Stockpile,45.357200,-75.908700,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,"Connaught Rnge Primary Trng Ctre,Various Former Supply Wells",45.356900,-75.901300,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,"Connaught Rnge Primary Trng Ctre,Various Former Supply Wells",45.356900,-75.901300,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,"Connaught Rnge Primary Trng Ctre- 35 Shirley Blvd, B34 AST",45.378600,-75.913400,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Connaught Skeet Range,45.359900,-75.913600,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Connaught Skeet Range,45.359900,-75.913600,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Connaught Skeet Range,45.359900,-75.913600,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,"DND's Petroleum, oils & lubricants (POL) Compound",45.327274,-75.668786,Not Available,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,"DND's Petroleum, oils & lubricants (POL) Compound",45.327274,-75.668786,Not Available,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,"DND's Petroleum, oils and lubricants (POL) tank farm",45.333474,-75.658014,Not Available,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,DND's former fire fighting training area,45.311341,-75.650096,Groundwater,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,DND's former fire fighting training area,45.311341,-75.650096,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,DUNROBIN (Waterlot SE portion of the South Basin),45.477204,-75.993352,Sediment,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Dow's Lake Armoury and Drill Hall,45.395000,-75.706500,Groundwater,"BTEXs (benzene, toluene, ethylbenzene, and xylene)",Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Dow's Lake Armoury and Drill Hall,45.395000,-75.706500,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Dow's Lake Armoury and Drill Hall,45.395000,-75.706500,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Dow's Lake Armoury and Drill Hall,45.395000,-75.706500,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,East Block Building,45.424600,-75.697360,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,East Block Building,45.424600,-75.697360,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,East Part of Bank Street Valley (see 08835.005 for West Part),45.424300,-75.699190,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,East Part of Bank Street Valley (see 08835.005 for West Part),45.424300,-75.699190,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,East Part of Bank Street Valley (see 08835.005 for West Part),45.424300,-75.699190,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,East end of Building T-96,45.324755,-75.666661,Not Available,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,East end of Building T-96,45.324755,-75.666661,Not Available,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,East end of Building T-96 (National Car Rental facility),45.326414,-75.671888,Not Available,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,East end of Building T-96 (National Car Rental facility),45.326414,-75.671888,Not Available,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Environmental Health Centre,45.409269,-75.735275,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Environmental Health Centre,45.409269,-75.735275,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former 9000 litre heating oil UST - 0-115,45.321709,-75.663677,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former B164/79 and via Venus,45.453207,-75.628381,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former Bayview Landfill,45.411187,-75.727235,Groundwater,Halogenated Hydrocarbon,Industrial Acids/Solvents,1,450,900,675,688.5
ON,Ontario,Ottawa,Former Bayview Landfill,45.411187,-75.727235,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former Bayview Landfill,45.411187,-75.727235,Soil,"BTEXs (benzene, toluene, ethylbenzene, and xylene)",Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former Bayview Landfill,45.411187,-75.727235,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former Bayview Landfill,45.411187,-75.727235,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former Bayview Landfill,45.411187,-75.727235,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,"Former Central Heating Plant (Building 309), Uplands",45.331000,-75.667800,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former De-icing Area - Main Apron,45.326384,-75.676489,Groundwater,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,"Former Disposal Area, South of Water Tower, Shirleys Bay",45.357100,-75.890400,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former Dow's Lake Landfill and Commissioner's Park,45.396289,-75.707975,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former Dow's Lake Landfill and Commissioner's Park,45.396289,-75.707975,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former Dow's Lake Landfill and Commissioner's Park,45.396289,-75.707975,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former Dow's Lake Landfill and Commissioner's Park,45.402906,-75.681406,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former Dow's Lake Landfill and Commissioner's Park,45.402906,-75.681406,Groundwater,Other inorganics,Unknown,1,,,,
ON,Ontario,Ottawa,Former Dow's Lake Landfill and Commissioner's Park,45.402906,-75.681406,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former Dow's Lake Landfill and Commissioner's Park,45.402906,-75.681406,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former Dow's Lake Landfill and Commissioner's Park,45.402906,-75.681406,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former John Street Landfill,45.442055,-75.693432,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former John Street Landfill,45.442055,-75.693432,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former John Street Landfill,45.442055,-75.693432,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former Maple Island Landfill,45.439378,-75.691249,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former Maple Island Landfill,45.439378,-75.691249,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former Maple Island Landfill,45.440179,-75.691874,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former Maple Island Landfill,45.440179,-75.691874,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former McGee Farm Landfill,45.370075,-75.783802,Groundwater,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,Former McGee Farm Landfill,45.370075,-75.783802,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former McGee Farm Landfill,45.370075,-75.783802,Groundwater,PCBs (Polychlorinated Biphenyl) and PCDD/Fs (polychlorinated dibenzo-p-dioxin/dibenzofuran),Unknown,1,,,,
ON,Ontario,Ottawa,Former McGee Farm Landfill,45.370075,-75.783802,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former McGee Farm Landfill,45.370075,-75.783802,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former NCC Building,45.400720,-75.703100,Not Available,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former NCC Building,45.400720,-75.703100,Not Available,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former NCC Building,45.400720,-75.703100,Not Available,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former Sir John Carling Building,45.394120,-75.710870,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former Sir John Carling Building,45.394120,-75.710870,Groundwater,"Other Physical/Chemical (pH, temperature, dissolved solids, turbidity, etc.)",Unknown,1,,,,
ON,Ontario,Ottawa,Former Sir John Carling Building,45.394120,-75.710870,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former Sir John Carling Building,45.394120,-75.710870,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Former Sir John Carling Building,45.394120,-75.710870,Soil,"Other Physical/Chemical (pH, temperature, dissolved solids, turbidity, etc.)",Unknown,1,,,,
ON,Ontario,Ottawa,Former Sir John Carling Building,45.394120,-75.710870,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former USTs at the PMQs at Uplands,45.333800,-75.668800,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Former USTs at the PMQs at Uplands,45.333800,-75.668800,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Garden of Provinces et Territories,45.418555,-75.708310,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Garden of Provinces et Territories,45.418555,-75.708310,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Garden of Provinces et Territories,45.418555,-75.708310,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Garden of The Provinces,45.418647,-75.708272,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Garden of The Provinces,45.418647,-75.708272,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Gloucester Landfill,45.310088,-75.634646,Groundwater,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,Gloucester Landfill,45.310088,-75.634646,Soil,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,"Golf Course Maintenance Compound (401), CFB Ottawa (south)",45.318000,-75.642300,Groundwater,"BTEXs (benzene, toluene, ethylbenzene, and xylene)",Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,"Golf Course Maintenance Compound (401), CFB Ottawa (south)",45.318000,-75.642300,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,"Golf Course Maintenance Compound (401), CFB Ottawa (south)",45.318000,-75.642300,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,"Golf Course Maintenance Compound (401), CFB Ottawa (south)",45.318000,-75.642300,Soil,"BTEXs (benzene, toluene, ethylbenzene, and xylene)",Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,"Golf Course Maintenance Compound (401), CFB Ottawa (south)",45.318000,-75.642300,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,"Golf Course Maintenance Compound (401), CFB Ottawa (south)",45.318000,-75.642300,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Government Conference Centre,45.424484,-75.693381,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Government Conference Centre,45.424484,-75.693381,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Government Conference Centre,45.424484,-75.693381,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Government Conference Centre,45.424484,-75.693381,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,HMCS Gloucester,45.305400,-75.524200,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,HMCS Gloucester,45.305400,-75.524200,Groundwater,PCBs (Polychlorinated Biphenyl) and PCDD/Fs (polychlorinated dibenzo-p-dioxin/dibenzofuran),Unknown,1,,,,
ON,Ontario,Ottawa,HMCS Gloucester,45.305400,-75.524200,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,HMCS Gloucester,45.305400,-75.524200,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,HMCS Gloucester,45.305400,-75.524200,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Herzberg Road and Bayfield Road,45.335826,-75.891134,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hog's Back Park,45.373836,-75.695513,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hog's Back Park,45.373836,-75.695513,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hudrman North,45.412705,-75.667834,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hudrman North,45.412705,-75.667834,Groundwater,"Other Physical/Chemical (pH, temperature, dissolved solids, turbidity, etc.)",Unknown,1,,,,
ON,Ontario,Ottawa,Hudrman North,45.412705,-75.667834,Groundwater,Other inorganics,Unknown,1,,,,
ON,Ontario,Ottawa,Hudrman North,45.412705,-75.667834,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hudrman North,45.412705,-75.667834,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hudrman North,45.412705,-75.667834,Surface water,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hudrman North,45.412705,-75.667834,Surface water,"Other Physical/Chemical (pH, temperature, dissolved solids, turbidity, etc.)",Unknown,1,,,,
ON,Ontario,Ottawa,Hudrman North,45.412705,-75.667834,Surface water,Other inorganics,Unknown,1,,,,
ON,Ontario,Ottawa,Hunt Club Road Pinestand - Ottawa Macdonald-Cartier International Airport,45.340744,-75.676060,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hunt Club Road Pinestand - Ottawa Macdonald-Cartier International Airport,45.340744,-75.676060,Soil,Other inorganics,Unknown,1,,,,
ON,Ontario,Ottawa,"Hunt Club Road Pinestand Property, Ottawa Airport",45.339500,-75.676600,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,"Hunt Club Road Pinestand Property, Ottawa Airport",45.339500,-75.676600,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman North,45.414439,-75.662794,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman North,45.414439,-75.662794,Groundwater,"Other Physical/Chemical (pH, temperature, dissolved solids, turbidity, etc.)",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman North,45.414439,-75.662794,Groundwater,Other inorganics,Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman North,45.414439,-75.662794,Groundwater,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman North,45.414439,-75.662794,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hurdman North,45.414439,-75.662794,Groundwater,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hurdman North,45.414439,-75.662794,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman North,45.414439,-75.662794,Soil,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman North,45.414439,-75.662794,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hurdman North,45.414439,-75.662794,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hurdman South,45.394066,-75.673572,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman South,45.394066,-75.673572,Groundwater,"Other Physical/Chemical (pH, temperature, dissolved solids, turbidity, etc.)",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman South,45.394066,-75.673572,Groundwater,Other inorganics,Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman South,45.394066,-75.673572,Groundwater,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman South,45.394066,-75.673572,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hurdman South,45.394066,-75.673572,Soil,"BTEXs (benzene, toluene, ethylbenzene, and xylene)",Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hurdman South,45.394066,-75.673572,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman South,45.394066,-75.673572,Soil,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman South,45.394066,-75.673572,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hurdman South,45.394066,-75.673572,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hurdman West,45.401697,-75.668112,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman West,45.401697,-75.668112,Groundwater,Other inorganics,Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman West,45.401697,-75.668112,Groundwater,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman West,45.401697,-75.668112,Surface water,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman West,45.407123,-75.666266,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman West,45.407123,-75.666266,Groundwater,"Other Physical/Chemical (pH, temperature, dissolved solids, turbidity, etc.)",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman West,45.407123,-75.666266,Groundwater,Other inorganics,Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman West,45.407123,-75.666266,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hurdman West,45.407123,-75.666266,Soil,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman West,45.407123,-75.666266,Soil,Other organics,Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman West,45.407123,-75.666266,Soil,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hurdman West,45.407123,-75.666266,Soil,PHCs (petroleum hydrocarbons),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hurdman West,45.407200,-75.664610,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman West,45.407200,-75.664610,Groundwater,PAHs (polycyclic aromatic hydrocarbon),Oil/Petroleum (PHCs),1,180,280,230,234.6
ON,Ontario,Ottawa,Hurdman West,45.408174,-75.668914,Groundwater,"Metal, metalloid, and organometallic",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman West,45.408174,-75.668914,Groundwater,"Other Physical/Chemical (pH, temperature, dissolved solids, turbidity, etc.)",Unknown,1,,,,
ON,Ontario,Ottawa,Hurdman West,45.408174,-75.668914,Groundwater,Other inorganics,Unknown,1,,,,
