province_code,province_name,city,site_name,site_id,site_type,latitude,longitude,area_sqm,former_use,contamination_level,soil_suitability,transit_distance_m,infrastructure_readiness,activity_status,viability_score,estimated_units,estimated_remediation_cad,recommended_form
ON,Ontario,Brampton,Andy Bathgate Golf Driving Range,brampton-osm-parking-lot-32266179,parking_lot,43.618420255,-79.63638743,74759,golf course repurpose,low,73,942,88,likely_active,29,1570,6728310,mixed-use
ON,Ontario,Brampton,Banty's Roost Golf & Country Club,brampton-osm-parking-lot-94347807,parking_lot,43.7843432392857,-79.8058230821429,669886,golf course repurpose,low,73,2309,88,likely_active,29,14068,60289740,mixed-use
ON,Ontario,Brampton,Bramalea City Centre,brampton-osm-dead-mall-33191811,dead_mall,43.7155371518519,-79.7225113462963,76368,retail complex,medium,65,218,80,likely_active,28,1732,19092000,mixed-use
ON,Ontario,Brampton,Bramalea City Centre 5 Level Parkade,brampton-osm-parking-lot-52302583,parking_lot,43.71490876,-79.72440022,7882,surface parking,medium,73,221,88,likely_active,14,149,1970500,low-rise
ON,Ontario,Brampton,Bramalea GO South Lot,brampton-osm-parking-lot-194213813,parking_lot,43.700001521875,-79.693055,18197,surface parking,medium,73,176,88,likely_active,20,344,4549250,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1585,brampton-osm-parking-lot-28715138,parking_lot,43.6200668,-79.6482687,1200,surface parking,medium,73,45,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1586,brampton-osm-parking-lot-28948241,parking_lot,43.7454097888889,-79.8319039888889,1855,surface parking,medium,73,907,88,likely_active,4,35,463750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1587,brampton-osm-parking-lot-28968968,parking_lot,43.74369069,-79.83387305,1439,surface parking,medium,73,777,88,likely_active,4,27,359750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1588,brampton-osm-parking-lot-28969031,parking_lot,43.7431005904762,-79.8387821523809,6601,surface parking,medium,73,958,88,likely_active,6,125,1650250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1590,brampton-osm-parking-lot-32322317,parking_lot,43.6211861166667,-79.6716955,1200,surface parking,medium,73,31,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1591,brampton-osm-parking-lot-32322322,parking_lot,43.6203639125,-79.6706214625,7621,surface parking,medium,73,108,88,likely_active,18,144,1905250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1592,brampton-osm-parking-lot-32322325,parking_lot,43.62040234,-79.66929398,1200,surface parking,medium,73,9,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1593,brampton-osm-parking-lot-32322334,parking_lot,43.62146825,-79.6687415,9027,surface parking,medium,73,92,88,likely_active,19,171,2256750,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1594,brampton-osm-parking-lot-32322380,parking_lot,43.6221601666667,-79.6698629555555,5820,surface parking,medium,73,208,88,likely_active,13,110,1455000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1595,brampton-osm-parking-lot-32944029,parking_lot,43.73664906,-79.63637502,1200,surface parking,medium,73,103,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1596,brampton-osm-parking-lot-33137839,parking_lot,43.6264704666667,-79.6855026916667,11900,surface parking,medium,73,376,88,likely_active,13,225,2975000,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1599,brampton-osm-parking-lot-33194362,parking_lot,43.7029922333333,-79.6917980166667,9353,surface parking,medium,73,100,88,likely_active,19,177,2338250,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1600,brampton-osm-parking-lot-33194363,parking_lot,43.7021035,-79.6919169357143,2312,surface parking,medium,73,64,88,likely_active,16,44,578000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1602,brampton-osm-parking-lot-33293895,parking_lot,43.68591558,-79.76167892,1403,surface parking,medium,73,19,88,likely_active,16,27,350750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1606,brampton-osm-parking-lot-33295572,parking_lot,43.68280278,-79.77905652,1665,surface parking,medium,73,30,88,likely_active,16,31,416250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1608,brampton-osm-parking-lot-33299966,parking_lot,43.6835789,-79.77312356,1200,surface parking,medium,73,290,88,likely_active,12,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1609,brampton-osm-parking-lot-33300012,parking_lot,43.6796961857143,-79.7677790285714,3361,surface parking,medium,73,59,88,likely_active,16,64,840250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1611,brampton-osm-parking-lot-34749542,parking_lot,43.6989014,-79.6336201142857,4655,surface parking,medium,73,150,88,likely_active,16,88,1163750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1612,brampton-osm-parking-lot-34857682,parking_lot,43.7372069714286,-79.7918175857143,19037,surface parking,medium,73,691,88,likely_active,13,360,4759250,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1613,brampton-osm-parking-lot-34857694,parking_lot,43.74268286,-79.79206466,6679,surface parking,medium,73,894,88,likely_active,6,126,1669750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1616,brampton-osm-parking-lot-52013460,parking_lot,43.74406926,-79.74670268,3169,surface parking,medium,73,150,88,likely_active,16,60,792250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1617,brampton-osm-parking-lot-52013467,parking_lot,43.7448797777778,-79.7479128,2855,surface parking,medium,73,260,88,likely_active,12,54,713750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1618,brampton-osm-parking-lot-52013468,parking_lot,43.7448008666667,-79.7466243777778,3149,surface parking,medium,73,161,88,likely_active,12,60,787250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1621,brampton-osm-parking-lot-56017977,parking_lot,43.6777124222222,-79.7600495555556,3628,surface parking,medium,73,116,88,likely_active,16,69,907000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1622,brampton-osm-parking-lot-56017981,parking_lot,43.6783141285714,-79.7592105142857,4126,surface parking,medium,73,176,88,likely_active,12,78,1031500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1623,brampton-osm-parking-lot-56017982,parking_lot,43.67830188,-79.76104047,2586,surface parking,medium,73,35,88,likely_active,16,49,646500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1624,brampton-osm-parking-lot-57744578,parking_lot,43.6858378333333,-79.75110052,3542,surface parking,medium,73,264,88,likely_active,12,67,885500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1625,brampton-osm-parking-lot-57744708,parking_lot,43.6836353921053,-79.7518836131579,5507,surface parking,medium,73,327,88,likely_active,9,104,1376750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1626,brampton-osm-parking-lot-57744798,parking_lot,43.6792299,-79.74256424,2576,surface parking,medium,73,369,88,likely_active,8,49,644000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1627,brampton-osm-parking-lot-59150921,parking_lot,43.62422326,-79.7298302,1200,surface parking,medium,73,86,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1628,brampton-osm-parking-lot-71371559,parking_lot,43.667327075,-79.733756675,11728,surface parking,medium,73,52,88,likely_active,20,222,2932000,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1629,brampton-osm-parking-lot-71371588,parking_lot,43.6745862352941,-79.7386170588235,1606,surface parking,medium,73,364,88,likely_active,8,30,401500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1630,brampton-osm-parking-lot-71372714,parking_lot,43.6616085095238,-79.7238412285714,29482,surface parking,medium,73,272,88,likely_active,27,557,7370500,mixed-use
ON,Ontario,Brampton,Brampton Parking Lot 1631,brampton-osm-parking-lot-71372715,parking_lot,43.66307574,-79.72479652,3195,surface parking,medium,73,251,88,likely_active,12,60,798750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1632,brampton-osm-parking-lot-74717014,parking_lot,43.6281503666667,-79.650352075,2960,surface parking,medium,73,73,88,likely_active,16,56,740000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1633,brampton-osm-parking-lot-74717103,parking_lot,43.6216186833333,-79.6418635833333,1200,surface parking,medium,73,489,88,likely_active,8,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1634,brampton-osm-parking-lot-74717126,parking_lot,43.6279663735294,-79.6487641764706,15993,surface parking,medium,73,201,88,likely_active,19,302,3998250,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1635,brampton-osm-parking-lot-74717184,parking_lot,43.6231703166667,-79.64456935,2748,surface parking,medium,73,380,88,likely_active,8,52,687000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1636,brampton-osm-parking-lot-74847832,parking_lot,43.7246162444444,-79.6410673888889,2488,surface parking,medium,73,170,88,likely_active,12,47,622000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1637,brampton-osm-parking-lot-74847834,parking_lot,43.7238217,-79.64108398,10695,surface parking,medium,73,96,88,likely_active,20,202,2673750,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1638,brampton-osm-parking-lot-75202205,parking_lot,43.6884436,-79.76302756,1200,surface parking,medium,73,28,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1639,brampton-osm-parking-lot-75204977,parking_lot,43.6915386636364,-79.7687425545455,1523,surface parking,medium,73,133,88,likely_active,16,29,380750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1640,brampton-osm-parking-lot-75205505,parking_lot,43.69292225,-79.7706519875,6089,surface parking,medium,73,61,88,likely_active,17,115,1522250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1641,brampton-osm-parking-lot-75206157,parking_lot,43.6932327833333,-79.7682765666667,4000,surface parking,medium,73,78,88,likely_active,16,76,1000000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1642,brampton-osm-parking-lot-75206163,parking_lot,43.6923808727273,-79.7677533818182,1629,surface parking,medium,73,119,88,likely_active,16,31,407250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1643,brampton-osm-parking-lot-75206865,parking_lot,43.6889214173913,-79.7586322086957,6145,surface parking,medium,73,154,88,likely_active,13,116,1536250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1644,brampton-osm-parking-lot-75208585,parking_lot,43.6893740428571,-79.7482018428571,1200,surface parking,medium,73,193,88,likely_active,12,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1645,brampton-osm-parking-lot-75208586,parking_lot,43.6898563142857,-79.7475143428571,1567,surface parking,medium,73,267,88,likely_active,12,30,391750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1646,brampton-osm-parking-lot-75208587,parking_lot,43.690214,-79.74578298,3029,surface parking,medium,73,386,88,likely_active,8,57,757250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1647,brampton-osm-parking-lot-75208639,parking_lot,43.68972624,-79.75327792,1200,surface parking,medium,73,59,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1648,brampton-osm-parking-lot-75209362,parking_lot,43.69179898,-79.74777258,1200,surface parking,medium,73,366,88,likely_active,8,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1649,brampton-osm-parking-lot-75209813,parking_lot,43.6961030625,-79.76445805,3436,surface parking,medium,73,519,88,likely_active,4,65,859000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1650,brampton-osm-parking-lot-75209823,parking_lot,43.6978801,-79.76227088,2794,surface parking,medium,73,554,88,likely_active,4,53,698500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1651,brampton-osm-parking-lot-75618666,parking_lot,43.62399254,-79.73604036,1817,surface parking,medium,73,420,88,likely_active,8,34,454250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1652,brampton-osm-parking-lot-78542728,parking_lot,43.7344108833333,-79.7041954083333,22327,surface parking,medium,73,140,88,likely_active,26,422,5581750,mixed-use
ON,Ontario,Brampton,Brampton Parking Lot 1653,brampton-osm-parking-lot-78557464,parking_lot,43.7298180571429,-79.7070671714286,1349,surface parking,medium,73,354,88,likely_active,8,25,337250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1654,brampton-osm-parking-lot-78557773,parking_lot,43.7322459666667,-79.7036065777778,3852,surface parking,medium,73,92,88,likely_active,16,73,963000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1655,brampton-osm-parking-lot-78592345,parking_lot,43.7220292445946,-79.6982629797297,9261,surface parking,medium,73,464,88,likely_active,12,175,2315250,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1656,brampton-osm-parking-lot-78592376,parking_lot,43.71881262,-79.69383758,2089,surface parking,medium,73,378,88,likely_active,8,39,522250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1657,brampton-osm-parking-lot-78592383,parking_lot,43.7240809230769,-79.6979455384615,2969,surface parking,medium,73,305,88,likely_active,8,56,742250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1658,brampton-osm-parking-lot-78592384,parking_lot,43.7225781875,-79.696898125,3129,surface parking,medium,73,347,88,likely_active,8,59,782250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1659,brampton-osm-parking-lot-78592441,parking_lot,43.7198378166667,-79.7199960916667,1200,surface parking,medium,73,50,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1660,brampton-osm-parking-lot-78592460,parking_lot,43.7191024714286,-79.7113616142857,2565,surface parking,medium,73,52,88,likely_active,16,48,641250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1661,brampton-osm-parking-lot-78599664,parking_lot,43.6988920458333,-79.7521234375,4150,surface parking,medium,73,139,88,likely_active,16,78,1037500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1662,brampton-osm-parking-lot-78599665,parking_lot,43.69706628,-79.75358662,1200,surface parking,medium,73,190,88,likely_active,12,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1663,brampton-osm-parking-lot-78599666,parking_lot,43.6976466192308,-79.7531334192308,2056,surface parking,medium,73,137,88,likely_active,16,39,514000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1664,brampton-osm-parking-lot-78599818,parking_lot,43.7226326615385,-79.7171258,5423,surface parking,medium,73,29,88,likely_active,17,102,1355750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1665,brampton-osm-parking-lot-78599819,parking_lot,43.72216195,-79.7181781428571,4221,surface parking,medium,73,65,88,likely_active,16,80,1055250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1666,brampton-osm-parking-lot-78602131,parking_lot,43.7256164882353,-79.7088300235294,2171,surface parking,medium,73,48,88,likely_active,16,41,542750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1667,brampton-osm-parking-lot-78603639,parking_lot,43.7301664222222,-79.7210026111111,1703,surface parking,medium,73,203,88,likely_active,12,32,425750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1668,brampton-osm-parking-lot-78740796,parking_lot,43.7206371333333,-79.724350925,2190,surface parking,medium,73,53,88,likely_active,16,41,547500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1669,brampton-osm-parking-lot-78740799,parking_lot,43.7197157083333,-79.7251303916667,2258,surface parking,medium,73,57,88,likely_active,16,43,564500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1670,brampton-osm-parking-lot-80396253,parking_lot,43.7260945857143,-79.6989257571429,2762,surface parking,medium,73,90,88,likely_active,16,52,690500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1671,brampton-osm-parking-lot-80567621,parking_lot,43.6680887571429,-79.7487182571429,1898,surface parking,medium,73,107,88,likely_active,16,36,474500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1672,brampton-osm-parking-lot-80567622,parking_lot,43.6667950428571,-79.7491088714286,3818,surface parking,medium,73,252,88,likely_active,12,72,954500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1673,brampton-osm-parking-lot-80567623,parking_lot,43.6675759571429,-79.7482198714286,2076,surface parking,medium,73,166,88,likely_active,12,39,519000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1674,brampton-osm-parking-lot-80567624,parking_lot,43.66721356,-79.74963946,1487,surface parking,medium,73,215,88,likely_active,12,28,371750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1675,brampton-osm-parking-lot-81610257,parking_lot,43.6835778684211,-79.7543073,6029,surface parking,medium,73,139,88,likely_active,17,114,1507250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1676,brampton-osm-parking-lot-89765430,parking_lot,43.6850295888889,-79.7819913555556,5284,surface parking,medium,73,237,88,likely_active,13,100,1321000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1677,brampton-osm-parking-lot-93850668,parking_lot,43.7622947,-79.7385943111111,1200,surface parking,medium,73,521,88,likely_active,4,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1679,brampton-osm-parking-lot-97302603,parking_lot,43.71373376,-79.7194624,1200,surface parking,medium,73,76,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1680,brampton-osm-parking-lot-97334612,parking_lot,43.62885505,-79.8342736357143,18097,surface parking,medium,73,3270,88,likely_active,13,342,4524250,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1681,brampton-osm-parking-lot-98836499,parking_lot,43.7787766,-79.73295178,1200,surface parking,medium,73,577,88,likely_active,4,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1682,brampton-osm-parking-lot-98836500,parking_lot,43.7786341,-79.7339322153846,2110,surface parking,medium,73,552,88,likely_active,4,40,527500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1683,brampton-osm-parking-lot-102640141,parking_lot,43.6366453666667,-79.6910498083333,17481,surface parking,medium,73,128,88,likely_active,23,330,4370250,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1684,brampton-osm-parking-lot-102640142,parking_lot,43.6378744642857,-79.6919963321428,21249,surface parking,medium,73,134,88,likely_active,26,402,5312250,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1685,brampton-osm-parking-lot-108284129,parking_lot,43.6557593857143,-79.8435150785714,8192,surface parking,medium,73,1663,88,likely_active,7,155,2048000,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1686,brampton-osm-parking-lot-108284130,parking_lot,43.6569872463415,-79.8436744926829,3577,surface parking,medium,73,1578,88,likely_active,5,68,894250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1687,brampton-osm-parking-lot-109972263,parking_lot,43.66396226,-79.73973356,1200,surface parking,medium,73,163,88,likely_active,12,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1688,brampton-osm-parking-lot-109972265,parking_lot,43.66357268,-79.73717016,3109,surface parking,medium,73,238,88,likely_active,12,59,777250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1689,brampton-osm-parking-lot-109972268,parking_lot,43.66573946,-79.7426117,1368,surface parking,medium,73,166,88,likely_active,12,26,342000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1690,brampton-osm-parking-lot-109972269,parking_lot,43.6654633285714,-79.7421576428571,1232,surface parking,medium,73,186,88,likely_active,12,23,308000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1691,brampton-osm-parking-lot-109972271,parking_lot,43.6663851777778,-79.7420067222222,1200,surface parking,medium,73,131,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1692,brampton-osm-parking-lot-109972273,parking_lot,43.6650372888889,-79.7430780333333,1840,surface parking,medium,73,103,88,likely_active,16,35,460000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1693,brampton-osm-parking-lot-109972278,parking_lot,43.6641221333333,-79.7378241666667,1200,surface parking,medium,73,268,88,likely_active,12,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1694,brampton-osm-parking-lot-109972280,parking_lot,43.6636802555556,-79.7390693444444,3225,surface parking,medium,73,204,88,likely_active,12,61,806250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1695,brampton-osm-parking-lot-109972281,parking_lot,43.6633502857143,-79.7377552,1200,surface parking,medium,73,206,88,likely_active,12,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1696,brampton-osm-parking-lot-109972282,parking_lot,43.6655263583333,-79.7405991833333,2002,surface parking,medium,73,241,88,likely_active,12,38,500500,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1697,brampton-osm-parking-lot-109972414,parking_lot,43.6638682384615,-79.7414485384615,2433,surface parking,medium,73,64,88,likely_active,16,46,608250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1698,brampton-osm-parking-lot-114492450,parking_lot,43.7210229666667,-79.6432101888889,2060,surface parking,medium,73,95,88,likely_active,16,39,515000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1700,brampton-osm-parking-lot-119722436,parking_lot,43.7444667555556,-79.7613468222222,1200,surface parking,medium,73,394,88,likely_active,8,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1701,brampton-osm-parking-lot-119722475,parking_lot,43.746075375,-79.7573721375,2599,surface parking,medium,73,588,88,likely_active,4,49,649750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1702,brampton-osm-parking-lot-119722980,parking_lot,43.74520488,-79.79924424,1413,surface parking,medium,73,530,88,likely_active,4,27,353250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1703,brampton-osm-parking-lot-119722981,parking_lot,43.7453539,-79.79949594,1557,surface parking,medium,73,518,88,likely_active,4,29,389250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1704,brampton-osm-parking-lot-119722982,parking_lot,43.745504,-79.79974586,1371,surface parking,medium,73,507,88,likely_active,4,26,342750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1705,brampton-osm-parking-lot-119859126,parking_lot,43.63556366,-79.7308737266667,1200,surface parking,medium,73,202,88,likely_active,12,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1706,brampton-osm-parking-lot-119859595,parking_lot,43.6380159285714,-79.7226474714286,1200,surface parking,medium,73,220,88,likely_active,12,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1707,brampton-osm-parking-lot-119879320,parking_lot,43.6481545222222,-79.7372349555556,1200,surface parking,medium,73,294,88,likely_active,12,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1709,brampton-osm-parking-lot-119880491,parking_lot,43.6748098888889,-79.7244659388889,5924,surface parking,medium,73,78,88,likely_active,17,112,1481000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1711,brampton-osm-parking-lot-127840477,parking_lot,43.6766859666667,-79.7256022444444,6023,surface parking,medium,73,240,88,likely_active,13,114,1505750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1713,brampton-osm-parking-lot-129597644,parking_lot,43.70223292,-79.76513078,1200,surface parking,medium,73,437,88,likely_active,8,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1714,brampton-osm-parking-lot-129597645,parking_lot,43.70252056,-79.76544534,1200,surface parking,medium,73,420,88,likely_active,8,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1715,brampton-osm-parking-lot-129732391,parking_lot,43.74156851,-79.64191228,30512,surface parking,medium,73,206,88,likely_active,27,577,7628000,mixed-use
ON,Ontario,Brampton,Brampton Parking Lot 1717,brampton-osm-parking-lot-138167271,parking_lot,43.6750242083333,-79.8198852833333,16781,surface parking,medium,73,158,88,likely_active,19,317,4195250,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1718,brampton-osm-parking-lot-140611098,parking_lot,43.6871655918367,-79.7647371612245,17655,surface parking,medium,73,30,88,likely_active,24,334,4413750,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1719,brampton-osm-parking-lot-142994613,parking_lot,43.6209270066667,-79.6557695066667,1419,surface parking,medium,73,410,88,likely_active,8,27,354750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1720,brampton-osm-parking-lot-145886471,parking_lot,43.6957064818182,-79.7708926909091,5855,surface parking,medium,73,133,88,likely_active,17,111,1463750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1721,brampton-osm-parking-lot-145886472,parking_lot,43.6941767615385,-79.7694323384615,4257,surface parking,medium,73,150,88,likely_active,16,80,1064250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1722,brampton-osm-parking-lot-145886476,parking_lot,43.6957879666667,-79.7727235555556,1579,surface parking,medium,73,131,88,likely_active,16,30,394750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1723,brampton-osm-parking-lot-145886477,parking_lot,43.694785375,-79.7706475916667,8207,surface parking,medium,73,62,88,likely_active,18,155,2051750,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1724,brampton-osm-parking-lot-145886900,parking_lot,43.6934177529412,-79.7696134941176,1291,surface parking,medium,73,76,88,likely_active,16,24,322750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1725,brampton-osm-parking-lot-150870418,parking_lot,43.68716898,-79.7561029,1959,surface parking,medium,73,155,88,likely_active,12,37,489750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1726,brampton-osm-parking-lot-159210909,parking_lot,43.7549908090909,-79.6434605818182,1200,surface parking,medium,73,127,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1727,brampton-osm-parking-lot-166091070,parking_lot,43.63954317,-79.67435415,4781,surface parking,medium,73,140,88,likely_active,16,90,1195250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1728,brampton-osm-parking-lot-166188187,parking_lot,43.63188509375,-79.72769019375,1200,surface parking,medium,73,146,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1729,brampton-osm-parking-lot-166188188,parking_lot,43.6322518333333,-79.7274565333333,1200,surface parking,medium,73,102,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1730,brampton-osm-parking-lot-166188238,parking_lot,43.6284498526316,-79.7233102473684,1200,surface parking,medium,73,305,88,likely_active,8,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1731,brampton-osm-parking-lot-170020715,parking_lot,43.7316228714286,-79.8092012571429,1983,surface parking,medium,73,564,88,likely_active,4,37,495750,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1732,brampton-osm-parking-lot-170099659,parking_lot,43.6200316448276,-79.7696044551724,8990,surface parking,medium,73,99,88,likely_active,19,170,2247500,mid-rise
ON,Ontario,Brampton,Brampton Parking Lot 1733,brampton-osm-parking-lot-170099660,parking_lot,43.6206937625,-79.7687497,1200,surface parking,medium,73,20,88,likely_active,16,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1734,brampton-osm-parking-lot-176413158,parking_lot,43.68846248,-79.75185451,1509,surface parking,medium,73,221,88,likely_active,12,29,377250,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1735,brampton-osm-parking-lot-176526803,parking_lot,43.7437104625,-79.833041875,1200,surface parking,medium,73,752,88,likely_active,4,23,300000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1736,brampton-osm-parking-lot-178002231,parking_lot,43.6508393636364,-79.7625143181818,1724,surface parking,medium,73,115,88,likely_active,16,33,431000,low-rise
ON,Ontario,Brampton,Brampton Parking Lot 1737,brampton-osm-parking-lot-178028126,parking_lot,43.6589877230769,-79.7499639461538,4001,surface parking,medium,73,448,88,likely_active,9,76,1000250,low-rise
