source_dataset,source_category,source_site_id,province_code,province_name,city,site_name,site_type,latitude,longitude,area_sqm,former_use,contamination_level,soil_suitability,transit_distance_m,infrastructure_readiness,activity_status,viability_score,estimated_units,estimated_remediation_cad,recommended_form,contamination_group_count,contamination_groups,contamination_types,contamination_record_count,est_cost_min_cad_per_tonne,est_cost_max_cad_per_tonne,est_cost_avg_mid_cad_per_tonne
fcsi_sites_filtered,brownfield,ON|Ottawa|234 Atlantis Ave|45.396481|-75.759673,ON,Ontario,Ottawa,234 Atlantis Ave,brownfield,45.396481,-75.759673,,,,,,,,,,,,2,Unknown | Oil/Petroleum (PHCs),"Metal, metalloid, and organometallic | PAHs (polycyclic aromatic hydrocarbon)",3,180,280,234.6
fcsi_sites_filtered,brownfield,ON|Ottawa|25 George Street|45.426789|-75.693531,ON,Ontario,Ottawa,25 George Street,brownfield,45.426789,-75.693531,,,,,,,,,,,,2,Unknown | Oil/Petroleum (PHCs),"Metal, metalloid, and organometallic | PAHs (polycyclic aromatic hydrocarbon)",2,180,280,234.6
fcsi_sites_filtered,brownfield,ON|Ottawa|250 Lanark - Graham Spry Building|45.397898|-75.752411,ON,Ontario,Ottawa,250 Lanark - Graham Spry Building,brownfield,45.397898,-75.752411,,,,,,,,,,,,2,Unknown | Oil/Petroleum (PHCs),"Other organics | Metal, metalloid, and organometallic | PAHs (polycyclic aromatic hydrocarbon)",3,180,280,234.6
fcsi_sites_filtered,brownfield,ON|Ottawa|2606 Prince of Wales|45.315025|-75.702612,ON,Ontario,Ottawa,2606 Prince of Wales,brownfield,45.315025,-75.702612,,,,,,,,,,,,1,Oil/Petroleum (PHCs),PHCs (petroleum hydrocarbons),1,180,280,234.6
fcsi_sites_filtered,brownfield,"ON|Ottawa|3150 Davidson Road, Ottawa|45.344110|-75.616892",ON,Ontario,Ottawa,"3150 Davidson Road, Ottawa",brownfield,45.34411,-75.616892,,,,,,,,,,,,2,Unknown | Oil/Petroleum (PHCs),"Metal, metalloid, and organometallic | PAHs (polycyclic aromatic hydrocarbon)",2,180,280,234.6
fcsi_sites_filtered,brownfield,"ON|Ottawa|3197 Davidson Road, Ottawa|45.345714|-75.614996",ON,Ontario,Ottawa,"3197 Davidson Road, Ottawa",brownfield,45.345714,-75.614996,,,,,,,,,,,,1,Unknown,"Metal, metalloid, and organometallic",1,,,
fcsi_sites_filtered,brownfield,ON|Ottawa|335 River Road|45.316091|-75.689987,ON,Ontario,Ottawa,335 River Road,brownfield,45.316091,-75.689987,,,,,,,,,,,,3,Industrial Acids/Solvents | Unknown | Oil/Petroleum (PHCs),"Halogenated Hydrocarbon | Other inorganics | Metal, metalloid, and organometallic | PAHs (polycyclic aromatic hydrocarbon) | PHCs (petroleum hydrocarbons)",7,180,900,506.94
fcsi_sites_filtered,brownfield,"ON|Ottawa|3448 Richmond Road, Ottawa|45.337486|-75.810121",ON,Ontario,Ottawa,"3448 Richmond Road, Ottawa",brownfield,45.337486,-75.810121,,,,,,,,,,,,2,Unknown | Oil/Petroleum (PHCs),"Metal, metalloid, and organometallic | PHCs (petroleum hydrocarbons)",3,180,280,234.6
fcsi_sites_filtered,brownfield,ON|Ottawa|350 King Edward (Former Bank of Canada Bldg)|45.429740|-75.687650,ON,Ontario,Ottawa,350 King Edward (Former Bank of Canada Bldg),brownfield,45.42974,-75.68765,,,,,,,,,,,,2,Unknown | Oil/Petroleum (PHCs),"Metal, metalloid, and organometallic | PAHs (polycyclic aromatic hydrocarbon) | PHCs (petroleum hydrocarbons)",6,180,280,234.6
fcsi_sites_filtered,brownfield,ON|Ottawa|3637 Bank Street|45.340804|-75.614105,ON,Ontario,Ottawa,3637 Bank Street,brownfield,45.340804,-75.614105,,,,,,,,,,,,2,Unknown | Oil/Petroleum (PHCs),"Metal, metalloid, and organometallic | PAHs (polycyclic aromatic hydrocarbon) | PHCs (petroleum hydrocarbons)",3,180,280,234.6
fcsi_sites_filtered,brownfield,ON|Ottawa|3659 Carling Avenue|45.350416|-75.868965,ON,Ontario,Ottawa,3659 Carling Avenue,brownfield,45.350416,-75.868965,,,,,,,,,,,,1,Oil/Petroleum (PHCs),PHCs (petroleum hydrocarbons),1,180,280,234.6
