source_dataset,source_category,source_site_id,province_code,province_name,city,site_name,site_type,latitude,longitude,area_sqm,former_use,contamination_level,soil_suitability,transit_distance_m,infrastructure_readiness,activity_status,viability_score,estimated_units,estimated_remediation_cad,recommended_form,contamination_group_count,contamination_groups,contamination_types,contamination_record_count,est_cost_min_cad_per_tonne,est_cost_max_cad_per_tonne,est_cost_avg_mid_cad_per_tonne
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482337603,NS,Nova Scotia,Halifax,Halifax Parking Lot 2455,parking_lot,44.68658272,-63.60928798,1200,surface parking,medium,73,63,88,likely_active,16,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482337604,NS,Nova Scotia,Halifax,Halifax Parking Lot 2456,parking_lot,44.6878177111111,-63.6094713,1719,surface parking,medium,73,78,88,likely_active,16,32,429750,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482337605,NS,Nova Scotia,Halifax,Halifax Parking Lot 2457,parking_lot,44.6874564,-63.61081662,1200,surface parking,medium,73,135,88,likely_active,16,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482337606,NS,Nova Scotia,Halifax,Halifax Parking Lot 2458,parking_lot,44.68845844,-63.6110737,1200,surface parking,medium,73,103,88,likely_active,16,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482337607,NS,Nova Scotia,Halifax,Halifax Parking Lot 2459,parking_lot,44.68839628,-63.60989298,1200,surface parking,medium,73,86,88,likely_active,16,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482337608,NS,Nova Scotia,Halifax,Halifax Parking Lot 2460,parking_lot,44.68826682,-63.6118191,1200,surface parking,medium,73,161,88,likely_active,12,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482337609,NS,Nova Scotia,Halifax,Halifax Parking Lot 2461,parking_lot,44.6895586888889,-63.6109541222222,1978,surface parking,medium,73,76,88,likely_active,16,37,494500,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482337610,NS,Nova Scotia,Halifax,Halifax Parking Lot 2462,parking_lot,44.68873692,-63.60703046,1262,surface parking,medium,73,59,88,likely_active,16,24,315500,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482337611,NS,Nova Scotia,Halifax,Halifax Parking Lot 2463,parking_lot,44.6881516714286,-63.6066165571429,1200,surface parking,medium,73,34,88,likely_active,16,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482463582,NS,Nova Scotia,Halifax,Halifax Parking Lot 2464,parking_lot,44.69956413,-63.60468605,1614,surface parking,medium,73,104,88,likely_active,16,31,403500,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482463587,NS,Nova Scotia,Halifax,Halifax Parking Lot 2465,parking_lot,44.70041693,-63.60589461,5034,surface parking,medium,73,60,88,likely_active,16,95,1258500,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482492864,NS,Nova Scotia,Halifax,Halifax Parking Lot 2466,parking_lot,44.64470181,-63.54102778,1200,surface parking,medium,73,31,88,likely_active,16,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482506397,NS,Nova Scotia,Halifax,Halifax Parking Lot 2468,parking_lot,44.6259911714286,-63.4825772428571,1200,surface parking,medium,73,820,88,likely_active,4,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-483083722,NS,Nova Scotia,Halifax,Halifax Parking Lot 2469,parking_lot,44.6297235571429,-63.5127636571429,1696,surface parking,medium,73,382,88,likely_active,8,32,424000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-483468391,NS,Nova Scotia,Halifax,Halifax Parking Lot 2470,parking_lot,44.61518338,-63.49824406,1200,surface parking,medium,73,114,88,likely_active,16,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-483672598,NS,Nova Scotia,Halifax,Halifax Parking Lot 2471,parking_lot,44.66395755,-63.56553037,1200,surface parking,medium,73,44,88,likely_active,16,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-483809543,NS,Nova Scotia,Halifax,Halifax Parking Lot 2472,parking_lot,44.6101275,-63.4942798777778,4593,surface parking,medium,73,141,88,likely_active,16,87,1148250,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-483938150,NS,Nova Scotia,Halifax,Halifax Parking Lot 2473,parking_lot,44.67056645,-63.5795913166667,2898,surface parking,medium,73,67,88,likely_active,16,55,724500,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-484449621,NS,Nova Scotia,Halifax,Halifax Parking Lot 2474,parking_lot,44.613908475,-63.485747075,2771,surface parking,medium,73,43,88,likely_active,16,52,692750,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-484568290,NS,Nova Scotia,Halifax,Halifax Parking Lot 2475,parking_lot,44.6099388111111,-63.4923246222222,1200,surface parking,medium,73,14,88,likely_active,16,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-484637244,NS,Nova Scotia,Halifax,Halifax Parking Lot 2476,parking_lot,44.60645895,-63.48499245,1200,surface parking,medium,73,161,88,likely_active,12,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-484726037,NS,Nova Scotia,Halifax,Halifax Parking Lot 2477,parking_lot,44.6078081714286,-63.4708875285714,1700,surface parking,medium,73,96,88,likely_active,16,32,425000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-484746928,NS,Nova Scotia,Halifax,Halifax Parking Lot 2478,parking_lot,44.6063463,-63.48378575,1200,surface parking,medium,73,65,88,likely_active,16,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-486591482,NS,Nova Scotia,Halifax,Halifax Parking Lot 2479,parking_lot,44.69204105,-63.693492775,1200,surface parking,medium,73,267,88,likely_active,12,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-488515412,NS,Nova Scotia,Halifax,Halifax Parking Lot 2480,parking_lot,44.6706300806452,-63.4994694741935,24322,surface parking,medium,73,76,88,likely_active,27,460,6080500,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-490209338,NS,Nova Scotia,Halifax,Halifax Parking Lot 2481,parking_lot,44.6929252857143,-63.5050426,1720,surface parking,medium,73,439,88,likely_active,8,33,430000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-dead-mall-183095049,NS,Nova Scotia,Halifax,Halifax Shopping Centre,dead_mall,44.6491008068182,-63.6188964068182,26927,retail complex,medium,65,100,80,likely_active,27,611,6731750,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482299232,NS,Nova Scotia,Halifax,Hilton Parking Garage,parking_lot,44.6496934833333,-63.5791442833333,1200,surface parking,medium,73,132,88,likely_active,16,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-37265435,NS,Nova Scotia,Halifax,Indian Lake Golf Course,parking_lot,44.5927269894737,-63.7055985917293,242943,golf course repurpose,low,73,4960,88,likely_active,29,5102,21864870,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-88760895,NS,Nova Scotia,Halifax,Inglis Parking Lot,parking_lot,44.6329369807692,-63.5789639076923,8365,surface parking,medium,73,81,88,likely_active,18,158,2091250,mid-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-70587333,NS,Nova Scotia,Halifax,IWK Public Parkade,parking_lot,44.6381927142857,-63.5837802142857,2222,surface parking,medium,73,95,88,likely_active,16,42,555500,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-436777548,NS,Nova Scotia,Halifax,Kiwanis Grahams Grove Park Parking Lot,parking_lot,44.6806865642857,-63.5506080714286,2461,surface parking,medium,73,139,88,likely_active,16,47,615250,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-dead-mall-84217508,NS,Nova Scotia,Halifax,Maritime Centre,dead_mall,44.6443851869565,-63.5719182695652,5541,retail complex,medium,65,43,80,likely_active,15,126,1385250,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-61913611,NS,Nova Scotia,Halifax,MetroPark,parking_lot,44.64540155,-63.5720961333333,2672,surface parking,medium,73,88,88,likely_active,16,51,668000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-dead-mall-43003471,NS,Nova Scotia,Halifax,Mic Mac Mall,dead_mall,44.6865872066667,-63.5594389166667,40857,retail complex,medium,65,168,80,likely_active,28,927,10214250,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-122433026,NS,Nova Scotia,Halifax,NS Power Parking,parking_lot,44.6416111,-63.5690323857143,6954,surface parking,medium,73,55,88,likely_active,17,131,1738500,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-dead-mall-266638456,NS,Nova Scotia,Halifax,Park Lane Mall,dead_mall,44.643387875,-63.5788391642857,8115,retail complex,medium,65,112,80,likely_active,16,184,2028750,mid-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-dead-mall-362973466,NS,Nova Scotia,Halifax,Park West Centre,dead_mall,44.6636973117647,-63.6582692117647,4628,retail complex,medium,65,178,80,likely_active,11,105,1157000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-14634679,NS,Nova Scotia,Halifax,Parking lot for QE II hospital,parking_lot,44.6388150416667,-63.5789531333333,13564,surface parking,medium,73,97,88,likely_active,21,256,3391000,mid-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-37265438,NS,Nova Scotia,Halifax,Prospect Short Game Golf,parking_lot,44.5779577740741,-63.7062150740741,46788,golf course repurpose,low,73,5837,88,likely_active,29,983,4210920,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-98486228,NS,Nova Scotia,Halifax,Purdy's Wharf Parkade,parking_lot,44.6521221125,-63.5752533125,4097,surface parking,medium,73,76,88,likely_active,16,77,1024250,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-4947549,NS,Nova Scotia,Halifax,Salter Block,parking_lot,44.645099875,-63.5695742125,7649,surface parking,medium,73,47,88,likely_active,18,145,1912250,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-107136680,NS,Nova Scotia,Halifax,Shubie Drive Trail Head,parking_lot,44.7066769266667,-63.5589193866667,1701,surface parking,medium,73,371,88,likely_active,8,32,425250,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-61912558,NS,Nova Scotia,Halifax,South Battery Plaza,parking_lot,44.6437850333333,-63.5689083833333,1288,surface parking,medium,73,56,88,likely_active,16,24,322000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-dead-mall-358577223,NS,Nova Scotia,Halifax,Woodlawn Shopping Plaza,dead_mall,44.6731359428571,-63.5333748428571,10499,retail complex,medium,65,171,80,likely_active,14,238,2624750,mid-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,halifax-osm-parking-lot-482493117,NS,Nova Scotia,Halifax,Woodside Bus Terminal,parking_lot,44.6491745444444,-63.5480312,4185,surface parking,medium,73,17,88,likely_active,16,79,1046250,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-23660883,ON,Ontario,Hamilton,Aldershot GO Parking,parking_lot,43.3140071518519,-79.8554019888889,26368,surface parking,medium,73,80,88,likely_active,29,498,6592000,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-23660891,ON,Ontario,Hamilton,Aldershot GO Parking,parking_lot,43.3132799785714,-79.8523656571429,20337,surface parking,medium,73,260,88,likely_active,22,384,5084250,mid-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-159834649,ON,Ontario,Hamilton,Brant Museum Parking,parking_lot,43.31824856,-79.8015582,1200,surface parking,medium,73,162,88,likely_active,12,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-25837762,ON,Ontario,Hamilton,Burlington GO Station Parking,parking_lot,43.3405299058824,-79.8081607029412,15903,surface parking,medium,73,123,88,likely_active,23,301,3975750,mid-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-43937473,ON,Ontario,Hamilton,Burlington Golf and Country Club,parking_lot,43.3110231616438,-79.8287493315069,580853,golf course repurpose,low,73,1060,88,likely_active,29,12198,52276770,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-dead-mall-149016109,ON,Ontario,Hamilton,CF Limeridge,dead_mall,43.21746096,-79.8613420761538,50855,retail complex,medium,65,158,80,likely_active,28,1153,12713750,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-10507892,ON,Ontario,Hamilton,Chedoke Civic Golf Course,parking_lot,43.2502811909091,-79.9079940727273,856807,golf course repurpose,low,73,599,88,likely_active,29,17993,77112630,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-155102946,ON,Ontario,Hamilton,Concession Street Parking Tower,parking_lot,43.2388972,-79.84568634,3088,surface parking,medium,73,67,88,likely_active,16,58,772000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-155102945,ON,Ontario,Hamilton,Concession Street Surface Parking,parking_lot,43.23863843,-79.84508118,6660,surface parking,medium,73,63,88,likely_active,17,126,1665000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-166033445,ON,Ontario,Hamilton,Corktown Park Parking,parking_lot,43.2484642,-79.86364838,1200,surface parking,medium,73,367,88,likely_active,8,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-166084077,ON,Ontario,Hamilton,Corktown Park Parking,parking_lot,43.2480752,-79.86224628,1200,surface parking,medium,73,328,88,likely_active,8,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,ham-pl-002,ON,Ontario,Hamilton,Downtown Surface Lot A,parking_lot,43.2569,-79.8725,8100,surface parking,low,72,120,88,likely_active,25,170,729000,mid-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-174792863,ON,Ontario,Hamilton,Dundas Valley Conservation area,parking_lot,43.24503164,-79.96533898,1200,surface parking,medium,73,818,88,likely_active,4,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-23891675,ON,Ontario,Hamilton,Dundas Valley Golf Club,parking_lot,43.2665225769231,-79.9804527923077,636179,golf course repurpose,low,73,537,88,likely_active,29,13360,57256110,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-dead-mall-25562354,ON,Ontario,Hamilton,Eastgate Square,dead_mall,43.2310893911392,-79.7658591911392,53509,retail complex,medium,65,211,80,likely_active,28,1214,13377250,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-100576866,ON,Ontario,Hamilton,Glendale Golf and Country Club,parking_lot,43.2073239394737,-79.8008053394737,448465,golf course repurpose,low,73,513,88,likely_active,29,9418,40361850,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-26740488,ON,Ontario,Hamilton,GO Reserved Parking,parking_lot,43.2534919642857,-79.8712653714286,2145,surface parking,medium,73,75,88,likely_active,16,41,536250,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-149038633,ON,Ontario,Hamilton,Hamilton City Centre Parkade,parking_lot,43.2593948615385,-79.8691280538462,3680,surface parking,medium,73,28,88,likely_active,16,70,920000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-20152024,ON,Ontario,Hamilton,Hamilton Golf & Country Club,parking_lot,43.2167583191489,-79.973260493617,1230543,golf course repurpose,low,73,1113,88,likely_active,29,25841,110748870,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-20234237,ON,Ontario,Hamilton,Hamilton Parking Lot 1369,parking_lot,43.2394462017241,-79.8907399155172,61035,surface parking,medium,73,307,88,likely_active,26,1154,15258750,mixed-use,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-20249403,ON,Ontario,Hamilton,Hamilton Parking Lot 1371,parking_lot,43.2370750105263,-79.8842688789474,4292,surface parking,medium,73,122,88,likely_active,16,81,1073000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-20254112,ON,Ontario,Hamilton,Hamilton Parking Lot 1373,parking_lot,43.219663525,-79.94535111875,1926,surface parking,medium,73,779,88,likely_active,4,36,481500,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-20261436,ON,Ontario,Hamilton,Hamilton Parking Lot 1374,parking_lot,43.2199451363636,-79.9771318909091,4515,surface parking,medium,73,822,88,likely_active,5,85,1128750,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-20342295,ON,Ontario,Hamilton,Hamilton Parking Lot 1375,parking_lot,43.1919228666667,-79.8825697,14588,surface parking,medium,73,832,88,likely_active,11,276,3647000,mid-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-20342399,ON,Ontario,Hamilton,Hamilton Parking Lot 1376,parking_lot,43.1936518166667,-79.8793966,1200,surface parking,medium,73,565,88,likely_active,4,23,300000,low-rise,,,,,,,
non_brownfield_sites_filtered,infill_candidate,hamilton-osm-parking-lot-20342448,ON,Ontario,Hamilton,Hamilton Parking Lot 1377,parking_lot,43.19610822,-79.87865254,2828,surface parking,medium,73,287,88,likely_active,12,53,707000,low-rise,,,,,,,
